ORF	Sulfometuron methyl 	MMS 	Clotrimazole 	Benomyl 	Plumbagin 	Hydroxyurea 	Artemisinin 	Amantadine hydrochloride 	4-Hydroxytamoxifen 	Usnic acid 	Sodium Azide 	Nystatin 	Neomycin sulfate 	Caffeine 	Menthol 	Verrucarin 	Valinomycin 	Trifluoroperazine 	Tamoxifen 	Raloxifene 	Pentamidine 	Nigericin 	LY-294,002 	Latrunculin B 	Hydroxyethilhidrazine 	Hydrogen peroxide 	Hoechst 	Harmine 	Haloperidol 	Fenpropimorph 	Emetine 	Dyclonine 	Doxycycline 	Cyclopiazonic acid 	Clomiphene 	Cisplatin 	Chlorpromazine 	Cerulenin 	Calcium ionophore 	Anisomycin 	Amphotericin 	Amiodarone 	Alamethicin 	Actinomycin 	Abietic acid 	Wortmannin 	Staurosporine 	Conine 	Parthenolide 	Radicicol 	Mitomycin C 	Trichostatin A 	FK506 	Brefeldin A 	U73122 	Tunicamycin 	Thialysine 	Rapamycin 	Phenylarsine oxide 	Phenantroline 	Oligomycin 	Nocodazole 	Hygromycin B 	Extract 95-57 	Extract 6592 	Extract 00-89 	Extract 00-303C 	Extract 00-243 	Extract 00-192 	Extract 00-132 	Emodin 	Desipramine 	Cytochalasin A 	CG4-Theopalauamide 	Caspofungin 	Camptothecin 	Basiliskamide 	192A4-Stichloroside 	Papuamide B 	Agelasine E 	Fluconazole 	Geldanamycin 
YIL079C	-0.47285	-0.240075	0.1473	-0.7155	-0.513375	0.41245	-0.206375	-0.3417	0.116625	-0.4643	-0.7993	0.03065	0.63195	0.039225	0.151175	-0.224425	-0.93695	-0.040425	-0.0248	0.10695	0.60595	-0.181475	-0.107275	-0.130025	-0.546925	-0.439	0.34115	-0.3132	0.182175	-0.272575	-0.2544	0.0248	-0.026425	-0.3968	-0.27075	-0.06665	-0.219175	0.53625	0.393375	-0.4283	0.27105	0.037775	0.152075	-0.00015	-0.079075	0.591625	-0.08815	-0.1926	-0.057725	0.173075	-0.1658	-0.04815	-0.073325	-0.0292	0.056775	-0.2185	0.341425	-0.30725	-0.464475	3.550175	-0.4112	0.860075	-0.1088	-0.36105	-0.058175	0.757425	0.354825	0.19715	-0.239125	-0.545075	-0.435775	0.131675	-0.2962	-0.2418	-0.577475	0.112375	-1.116425	-0.333125	0.552775	0.304325	-0.720725	-0.025025
YDL133C-A	-0.105	-0.07685	0.2966	2.23495	0.2482	-0.1027	0.63745	0.300575	0.573775	1.897375	0.298325	-0.25425	0.259075	0.2354	0.1181	0.32035	-0.436475	-0.148925	0.287025	0.1251	1.59885	0.10435	0.349325	-0.19265	0.492925	0.808625	0.443975	-0.001375	0.2264	0.061725	-0.004925	-0.034075	2.18295	-0.2203	-0.1339	-0.176825	-0.01075	0.126075	0.122075	0.04725	0.038925	-0.143775	0.561825	0.604575	-0.1809	-0.706325	-0.343275	0.128325	0.520175	-1.012125	-0.454425	0.145775	-0.1951	0.074425	0.33395	0.45235	-0.07655	-0.12255	0.395475	0.069575	0.684925	-0.268375	-0.30405	-0.1053	0.11105	0.3797	-0.488375	-0.1936	1.170325	1.490575	-0.064075	0.6096	0.151025	0.758775	0.42605	0.198125	0.422375	0.899375	0.4626	0.362375	-0.233725	-0.256175
YGL243W	-0.0863	0.180025	0.351025	-0.46095	0.1059	0.2307	0.20635	0.267975	-0.160125	0.411875	0.422075	0.014525	-0.1322	0.079625	0.20425	0.248	-0.00165	-0.026825	0.188325	0.37435	0.678975	0.12855	-0.08375	-0.072875	0.2497	0.3203	0.154575	0.064725	-0.014675	-0.1655	0.031875	-0.23475	0.16675	0.30075	-0.03895	0.19165	-0.420975	0.194175	0.1027	0.177275	-0.18485	-0.575275	0.15405	0.0304	-0.0084	-0.29745	0.060475	0.3993	0.09045	0.03555	-0.45985	0.125425	-0.224325	-0.212425	0.137625	-0.269925	0.176375	-0.14615	-0.014025	0.26915	0.502325	0.191325	-0.032275	-0.668225	-0.02345	-0.280775	0.211225	-0.16295	-0.240575	-0.29975	0.00915	0.00425	-0.04335	-0.3298	0.1577	-0.2314	0.216575	-0.0013	0.27355	0.0241	0.23875	0.466225
YPL183C	-0.4187	-0.149775	0.987775	-0.529275	0.26435	-0.064375	0.004975	0.91655	-0.091475	0.233475	0.228325	-0.024575	-0.696825	0.145125	0.30175	0.960425	0.7306	-0.060775	0.1805	0.176	0.300925	0.170975	-0.176725	0.12715	0.05485	0.46215	0.47945	0.128575	0.362575	0.344875	0.217025	0.100075	0.531475	-0.20805	-0.15425	0.147775	-0.341725	2.370475	-0.144675	0.164725	-0.05585	0.67805	0.220375	-0.208425	0.1705	2.595875	0.172375	-0.023375	-0.071375	0.203775	0.0725	-0.055025	0.04385	0.336225	0.148175	-0.01135	-0.093375	-0.082	0.203175	1.1254	0.325825	-0.085975	-0.027625	0.11345	0.038025	0.5024	-0.1305	-0.040725	-1.391725	-1.6159	0.111775	0.3797	0.157125	-0.818575	-0.1284	-0.258325	0.132425	-0.741625	0.12805	0.428025	2.2365	0.9474
YGL227W	-0.49685	1.31455	0.284525	0.19405	0.248625	0.26285	0.548375	-0.0629	-0.117725	0.81305	-0.0109	-0.242625	-0.12325	0.1003	0.250925	0.189875	-0.152975	0.238925	0.06865	0.0238	  	  	0.106625	-0.2271	-0.08465	0.32225	0.122175	-0.093975	0.1794	0.3618	-0.10955	-0.233875	  	0.022	0.010375	-0.015675	  	0.119125	0.204	-0.110625	0.038225	0.1196	  	0.00295	-0.037075	0.055325	0.017875	0.191125	-0.267125	-0.4819	  	-0.115425	-0.095425	-0.179725	0.0356	0.15355	0.34575	0.502975	-0.4628	0.35335	0.228275	-0.227525	0.057	-0.2505	0.276	0.332725	0.1202	0.51305	-0.400575	-0.7515	0.2562	-0.5216	-0.317775	0.169225	-0.205625	-0.209675	-0.03745	-0.255375	-0.188975	0.0512	-0.292325	-0.73805
YDL129W	-0.02875	0.01705	0.0228	-0.2333	-0.088425	0.1479	-0.164	-0.4494	-0.22735	-0.147575	-0.257975	0.14265	-0.034025	-0.26435	-0.1573	-0.113575	-0.062475	0.056575	0.00885	-0.2462	-0.082375	0.05925	0.009475	0.0524	-0.1715	-0.05965	-0.054125	0.28	-0.157525	0.486325	-0.05045	-0.002225	-0.053975	0.1592	-0.0052	0.135925	-0.088125	-0.130075	0.271575	0.053275	-0.0802	-0.056975	-0.1256	0.054325	0.160025	0.18865	0.089825	-0.0505	0.069725	0.064	-0.1611	0.02305	-0.036825	-0.178775	-0.048675	-0.004825	-0.0664	-0.061325	-0.0816	-0.18455	-0.088575	0.241875	0.117925	-0.150075	-0.088625	-0.010575	-0.129525	0.055625	-0.052125	-0.191025	-0.053125	0.026675	0.0116	-0.1864	-0.036925	-0.114525	-0.076425	-0.01795	-0.065925	0.07845	-0.011	0.152025
YLR297W	0.09035	-0.342425	0.411775	0.0345	-0.49515	-0.10125	-0.388675	0.41095	0.320375	-0.59865	-0.435625	0.2847	-1.4737	-0.239225	-0.23805	0.04245	-0.741275	0.400475	-0.023625	-0.227175	-0.1103	-0.3335	-0.366775	0.2044	-0.31765	0.0236	-0.207475	0.116075	-0.02965	0.06605	-0.087425	-0.12175	0.373625	-0.128575	0.032925	0.03525	-0.08375	0.339575	-0.2588	0.023375	-0.099625	0.011675	0.031775	-0.230375	0.076025	0.111725	0.20045	0.1718	0.0558	0.198	-0.012	-0.1175	0.260075	0.288275	0.368925	-0.2251	0.10635	-0.60855	-0.027875	0.01765	-0.80295	0.233225	-0.067975	0.205575	-0.54885	-0.106075	-0.2089	0.110875	0.361125	0.49765	-0.973825	0.190775	0.332225	0.034875	-0.381275	0.55395	-0.755	0.25045	0.675475	0.1294	0.34465	0.3198
YJR106W	0.079175	0.031175	0.074	-0.0769	-0.033275	0.046575	-0.1528	-0.1295	-0.004975	0.13395	0.0573	-0.050625	-0.0212	-0.00565	-0.108775	0.1057	0.02095	0.09445	0.1965	0.049425	0.387175	0.083425	-0.121	-0.130375	-0.03665	0.13685	0.021725	0.085575	0.03385	0.22665	-0.1336	0.3879	0.093725	-0.137375	0.037225	-0.01955	-0.08465	-0.040075	0.070475	0.015125	-0.001925	0.2183	-0.1605	-0.001975	-0.002775	0.072325	0.008575	-0.03705	-0.32125	0.229525	-0.446175	-0.039275	0.10535	0.02105	0.05615	-0.113125	0.2731	-0.0185	0.036775	0.0032	0.13875	-0.001525	-0.08215	-0.190925	-0.044575	0.02715	0.004025	-0.02475	0.125025	-0.16	0.149775	-0.02575	0.097575	-0.283325	-0.054425	-0.115375	0.0344	-0.066675	0.232725	-0.02905	0.24575	0.121975
YML038C	-0.215425	0.339675	0.29305	-0.427925	0.2294	-0.160725	0.27435	-0.0571	-0.07395	0.162875	-0.078075	0.141075	-0.595175	-0.083625	0.098025	-0.236125	0.13205	0.345825	0.045925	-0.081475	0.29095	0.099125	-0.113825	0.085625	-0.140425	0.1537	0.1658	-0.0412	-0.12735	-0.0316	0.041775	0.398775	0.26585	0.057175	-0.12455	-0.04795	-0.014925	-0.093925	0.113825	-0.174975	0.0245	0.1252	0.320975	0.028725	-0.241525	-0.197275	0.0556	-0.039	0.1071	0.303625	0.048275	-0.05745	0.0885	-0.144175	0.2039	-0.18245	0.13175	-0.284175	-0.0157	0.6363	0.002	0.561525	0.2271	-0.888225	0.19595	-0.2772	0.027375	0.0577	0.0931	-0.7713	-0.097775	0.222875	0.019575	-0.185425	-0.0253	-0.06185	0.0414	0.4743	0.0378	-0.055175	0.1076	0.54215
YOL012C	-0.043625	0.055675	-0.341025	0.3735	0.0126	-0.0974	0.0575	0.15315	-0.04645	0.12085	-0.030725	0.027325	-0.17925	0.022725	-0.16655	0.00225	-0.037925	0.020125	0.060275	0.028725	  	0.09655	0.034225	0.01235	0.193375	-0.024775	-0.118525	0.131875	0.088675	0.136675	0.010125	0.01165	0.0026	0.206375	0.127525	-0.041475	0.051875	0.0965	0.12355	0.063175	0.196275	0.14805	-0.109275	-0.029125	-0.015975	0.022325	-0.051575	0.08635	0.00995	0.102	  	-0.020375	0.0172	0.043225	0.011225	-0.158575	-0.056175	0.09835	-0.0374	-0.03205	0.10295	-0.051275	-0.29805	0.7321	0.136725	-0.452075	0.24205	0.149975	0.155125	0.11725	0.067	0.032625	0.0241	-0.319575	0.1045	-0.078325	0.153075	0.6877	-0.143775	0.057575	-0.020775	0.0621
YFR041C	0.286075	0.3167	-0.158175	-0.018575	0.065775	0.135775	0.11755	0.7223	-0.18605	0.019	0.008425	0.052925	1.06725	0.07415	0.037575	-0.01305	-0.1115	0.151175	0.218875	0.366475	0.5152	-0.100425	0.269425	-0.0596	-0.075775	-0.2233	-0.2438	-0.108825	0.02405	0.40505	-0.09045	-0.001275	-0.345	0.200675	0.0286	0.341675	0.638725	0.348775	-0.1678	-0.06015	-0.004825	0.22775	-0.149625	0.0554	0.3206	-0.043425	0.543725	-0.140825	-0.258525	-0.152425	0.173425	-0.054125	0.097175	0.0266	-0.000325	-0.035725	0.4569	-0.071425	-0.1093	-0.121825	0.19395	0.027075	0.12465	0.282275	-0.212325	0.01475	0.05935	-0.02685	-0.45045	-0.148425	-0.021575	0.152075	0.1726	0.07245	0.818225	-0.041825	0.135925	-0.205925	0.085425	-0.118125	0.063675	-0.056875
YIR043C	0.019625	0.323425	0.142825	-0.359125	0.2284	-0.0406	0.05415	0.025225	0.461725	0.6104	0.193325	0.2539	-0.085675	0.0388	0.141725	0.183725	-0.08045	0.1497	0.057675	-0.1355	0.682075	0.29665	0.126925	-0.136625	0.20585	-0.0704	0.0962	0.026325	-0.261375	-0.395675	-0.0522	-0.1652	0.505625	-0.0095	-0.169	0.01365	-0.107875	-0.244025	0.10025	0.022025	-0.496425	-0.81485	0.082125	0.0716	-0.0563	0.38755	-0.075225	-0.253875	-0.189975	-0.060175	0.02275	0.3591	-0.0898	0.3819	0.1399	0.22315	-0.05265	-0.0281	0.1909	0.48755	0.132625	0.077875	0.4225	-0.41505	0.185175	-0.068525	-0.06015	0.14855	0.329	0.4087	0.253125	0.05415	-0.141225	0.09915	0.4952	-0.256525	0.3725	-0.079625	-0.074325	-0.062	0.259225	-0.267875
YFR006W	0.005925	0.2372	0.2582	-0.185875	-0.00845	-0.13935	0.1693	-0.045375	-0.174825	0.493975	0.141725	0.053225	0.436725	0.0503	-0.18555	-0.1151	0.01835	0.254825	0.0715	0.0017	0.23695	0.094075	0.06465	0.04365	-0.0604	0.182475	0.079375	-0.130825	-0.0954	0.42195	0.137175	0.211175	0.180825	0.061375	-0.00605	0.043925	-0.0492	-0.2444	0.11345	0.0493	-0.01985	-0.30205	0.226775	-0.033225	-0.118875	-0.046875	-0.04875	-0.0224	-0.131025	0.03815	0.20035	0.13245	-0.19615	-0.1455	0.29575	-0.140775	0.02305	0.0734	-0.12965	0.420475	0.388475	0.252875	0.1522	-0.413075	0.2918	-0.037125	-0.1643	0.191375	-0.045	-0.526225	-0.062625	-0.3221	-0.204775	-0.1932	-0.165825	-0.0033	0.60005	-0.030525	0.06635	-0.012675	-0.07835	0.156425
YGR080W	-0.157225	-0.089125	0.250325	-0.334175	-0.1031	-0.2474	0.171875	0.127975	0.081425	-0.092175	-0.08975	0.1388	-0.614075	0.15945	-0.002375	-0.166175	-0.1599	-0.13245	0.039975	-0.240725	0.039575	-0.239275	0.006025	1.44915	-0.161225	-0.37275	-0.15025	0.1171	-0.006025	0.3506	-0.1359	0.332	-0.080975	0.092725	0.0554	-0.0114	-0.108875	-0.476425	-0.272475	-0.087575	0.123975	-0.449325	0.243775	-0.216175	0.275575	-0.423375	-0.029975	0.36995	0.1804	0.058275	0.200625	-0.073825	0.2376	0.17315	0.19795	0.122125	-0.256625	-0.132625	0.09635	-0.1781	-0.130425	0.317675	-0.36335	-0.7268	-0.149775	0.262825	-0.259475	-0.204925	-0.088475	0.348325	-0.1366	0.05005	0.883	0.069125	-0.4988	0.19105	0.55835	-0.28735	-0.266975	-0.088	0.465	-0.157825
YLR406C	-0.267075	-0.495	0.09545	-0.68275	-0.413025	-0.21535	-0.58505	-0.05395	-0.14695	-1.280625	-0.382425	-0.20245	-0.5136	-0.5461	0.010875	-0.82165	-1.830375	-0.454475	-0.24085	-0.11885	  	-0.5865	-0.202	-0.134825	-0.2219	-0.051125	-0.1199	-0.15615	0.101475	-0.15045	0.012775	-0.387725	-0.509525	-0.0478	-0.09435	-0.0111	-0.17985	-0.6534	-0.1567	-0.37655	-0.29965	-1.6381	-0.192825	-0.30525	-0.0976	-0.659825	-0.072475	-0.159825	0.277275	-0.35335	0.100425	-0.208175	-0.3883	-0.1722	-0.09755	-0.3176	-0.002375	-0.162675	-0.20755	0.30185	0.38045	-0.263775	-0.20425	-0.40845	-0.317375	0.326125	-0.447925	-0.110025	-1.66665	-0.793875	-0.2375	-0.2895	-0.117425	-0.210525	-0.286	-0.872025	0.327275	-1.003125	-0.27435	-0.0608	-0.334475	0.2085
YLR343W	-0.04015	0.05695	-0.261625	0.203075	0.3747	0.136075	0.094075	-0.072275	-0.18655	-0.0811	-0.2036	-0.05225	0.1635	0.04295	-0.32355	-0.04865	-0.1284	0.09335	0.127375	-0.045475	-0.031275	-0.2291	-0.088075	0.1454	-0.347925	-0.187375	0.016975	-0.274825	-0.196125	0.1106	-0.20865	0.3549	-0.169475	0.1443	0.144775	-0.06005	-0.0617	0.077875	-0.0749	-0.084975	0.014675	0.185775	-0.23405	-0.0385	-0.068775	0.063375	0.164925	0.135525	0.658175	0.24915	-0.19335	0.057	-0.044675	-0.068775	-0.1394	-0.043825	0.1641	-0.39475	-0.2037	-0.621	-0.422825	0.372	-0.395375	0.41125	0.054525	-0.1205	-0.429225	-0.0545	-0.132875	0.62625	0.05715	-0.025875	0.05675	-0.65895	-0.03305	0.34515	0.7115	-0.126425	-0.073225	0.0087	0.002225	0.10225
YGL058W	0.02285	-0.009125	-0.058575	0.0255	-0.043875	-0.0186	0.148725	0.001325	-0.009925	0.033025	  	-0.016425	0.059275	0.0712	-0.313775	  	0.008875	  	-0.0011	-0.0884	  	  	0.011125	  	0.0148	  	  	  	0.051525	  	  	-0.38165	  	  	-0.04695	  	  	  	-0.293925	  	  	0.025925	  	  	0.019575	  	  	0.109875	-0.15425	  	0.05155	  	0.0854	-0.013225	-0.01675	-0.002725	0.0749	0.03645	-0.054675	  	0.0442	-0.10025	-0.01485	0.109125	  	-0.006325	-0.03725	-0.001725	-0.0194	  	0.030225	-0.0007	0.1126	-0.100475	-0.0014	0.021725	0.007975	-0.399775	  	  	  	  
YOR288C	0.02755	-0.1376	0.01705	-0.304275	-0.06015	-0.154	-0.34	-0.494275	-0.1265	-0.2644	0.10905	-0.10455	0.11335	-0.078525	-0.27035	-0.087125	-0.014475	-0.0561	-0.31975	-0.157625	0.026725	0.00465	-0.351075	0.005925	-0.267575	-0.0637	0.38685	-0.0507	-0.222275	0.43415	-0.183575	-0.083175	-0.094575	-0.104775	0.016375	0.1979	-0.1974	-0.3396	-0.107625	0.014925	-0.4534	-0.06135	-0.29195	0.09305	-0.1517	0.278025	-0.08135	0.1354	0.0505	0.11825	0.260725	0.280675	0.000325	0.133975	0.057225	-0.046925	-0.062225	-0.0249	-0.1602	-0.240475	0.0106	-0.027275	0.220975	-0.299975	0.04855	-0.23245	0.322	-0.1061	-0.07825	-0.25405	-0.124575	-0.176875	0.0332	-0.2867	0.01435	-0.170075	-0.0405	-0.238675	-0.10745	-0.305275	  	-0.046475
YBR037C	-0.251425	-0.587525	-0.09485	-0.012575	-0.4563	0.06915	0.36515	-0.4693	0.14235	0.5325	0.1259	-0.202825	0.07515	-0.203275	0.5377	0.4096	0.06585	-0.27365	-0.17	0.2372	-0.149575	0.2064	0.2778	-0.26225	0.7637	-0.09645	-0.154	0.041725	0.202325	0.0998	0.595825	-0.52625	0.1225	0.223325	0.12495	0.119225	-0.312425	0.210525	-0.3255	0.232175	-0.0223	-0.087775	-0.0724	0.079975	-0.13085	-0.98225	-0.2311	0.153225	0.414575	-0.820175	0.603425	-0.049975	-0.06015	-0.299525	0.046825	0.238075	-0.159625	0.23605	-0.0558	-0.206125	0.125225	-0.2723	-0.13475	-1.13305	-0.1568	0.283875	-0.090525	0.008475	-0.326675	-0.74595	0.053075	-0.55335	0.243775	0.344125	-0.783025	-0.32845	0.0548	-0.009075	-0.15075	-0.2747	-0.675575	-0.395875
YBR203W	-0.0026	0.031325	0.43355	-0.54715	-0.137575	0.197675	-0.037025	-0.331475	0.02935	-0.143425	-0.25265	-0.02345	-0.11485	-0.12655	0.145725	0.204875	0.0589	0.30465	0.19805	-0.04945	  	-0.2462	-0.19525	0.03795	0.0229	0.007625	0.050675	-0.0006	-0.001725	-0.33835	0.30985	-0.31355	0.170225	0.08215	0.1047	0.0525	-0.098125	0.0582	0.222575	-0.107525	0.14195	-0.3132	0.396825	0.08905	-0.3017	-0.224525	-0.09885	-0.15985	0.446075	-0.09995	0.29805	-0.11025	0.06825	-0.1586	0.5213	-0.0429	0.01185	-0.070425	0.0567	0.35685	0.0927	0.233375	-0.0747	-0.721975	0.3434	0.18375	0.04235	0.2343	-0.393775	-0.167425	-0.629975	-0.269975	-0.414175	0.105625	-0.435875	0.04655	0.008	-0.017725	0.070575	-0.021	0.065575	0.1617
YCR011C	0.3292	0.194625	0.2759	-0.242125	0.366675	-0.0548	0.399125	-0.51155	-0.2289	0.188125	0.079575	0.031825	0.028975	-0.24625	0.1996	0.018225	-0.002125	-0.10675	0.09975	-0.070925	0.518025	-0.085525	-0.140925	-0.049	0.054575	-0.1964	-0.0713	-0.27905	0.250175	0.006925	-0.032325	0.2713	0.0115	0.277075	-0.045825	0.089925	-0.00925	0.0482	-0.066825	-0.30815	-0.074	-0.000875	0.225775	0.063925	0.000325	0.07455	-0.17135	-0.301875	0.4709	-0.1216	0.248375	-0.0523	-0.1028	-0.20415	-0.185525	0.12865	-0.059825	-0.024725	-0.023575	-0.28195	0.338375	-0.24845	-0.113725	-0.654125	-0.187575	-0.19555	0.063775	0.2383	0.24975	-0.318675	-0.121875	-0.1494	0.12585	0.263025	-0.29185	-0.11635	0.297775	0.1129	-0.403975	-0.26565	-0.31145	-0.1185
YGR217W	-0.091875	0.0998	-0.053	-0.195375	-0.020125	0.0543	0.109375	-0.29505	-0.071475	-0.02795	0.080675	-0.04105	-0.10205	-0.03845	-0.07795	  	0.176525	  	-0.110675	-0.107425	  	  	-0.08705	  	-0.014275	  	  	  	-0.015525	-0.041125	0.0257	0.053075	  	  	-0.01275	  	  	0.056775	-0.21665	  	-0.009625	0.082575	  	  	-0.075375	  	  	0.0323	0.217825	  	0.009725	  	0.059625	0.0706	-0.01365	0.04745	-0.177575	-0.059425	-0.077725	0.011525	0.225475	0.023825	0.2874	0.247175	0.162	0.6652	0.242425	0.063475	-0.5265	-0.70785	-0.097475	0.1594	-0.15385	-0.19265	-0.144275	-0.063775	0.031825	-0.168075	-0.202925	0.3622	-0.138625	-0.0652
YGR121C	-0.09915	-0.268775	-0.015625	-0.25255	-0.3281	-0.03235	-0.25725	-0.75415	0.091275	-0.319775	-0.08395	0.034225	-0.268525	0.357325	-0.223925	-0.15585	-0.6724	-0.442825	-0.019125	-0.030375	0.16905	-0.79755	-0.05515	-0.10815	-0.047425	-0.2629	0.024225	0.0143	0.079525	-0.40585	0.183	-0.8789	-0.100225	-0.166625	0.009825	0.0106	0.01945	-0.09295	-0.418225	-0.083225	-0.13735	-0.804775	0.299	0.14365	0.319775	-0.538475	-0.091025	0.2267	0.133475	-0.194975	-0.1514	-0.31685	-0.12345	0.125325	0.10385	-0.116975	0.0022	-0.2626	0.013425	-0.093175	-0.2255	0.1848	-0.108275	-0.319325	0.006325	0.21185	-0.047275	-0.058925	-0.193725	-0.3413	-0.2846	-0.221475	-0.30755	-0.020125	-0.4509	0.08515	-0.5501	-0.58	-0.091275	-0.2593	-0.260675	-0.107125
YDR153C	0.3592	-0.1456	0.27775	0.36735	-0.17585	0.0158	0.0274	1.6975	0.47535	-0.5034	-0.41335	-0.12545	-0.3754	-0.08695	0.1448	-0.54625	1.61485	0.63645	0.4557	1.288	-0.02925	2.8264	0.414	1.03875	-0.50305	-0.13315	-0.60905	0.169	-0.03825	0.0656	0.3607	0.1362	-0.6286	-0.3751	0.166	0.15195	0.9184	1.7141	-0.21225	0.0075	0.6509	2.6672	0.46555	1.72045	0.0599	1.90375	0.23055	0.25475	0.1727	0.4478	0.05995	0.25885	0.16155	0.942	-0.1818	0.3115	-0.1314	-0.32685	0.00725	-0.06655	-0.22505	0.1219	0.5901	0.0993	0.2235	0.18995	0.37415	0.1648	-1.74335	-1.3031	-0.38	1.071	0.29895	-0.6888	-0.9183	0.07165	-0.5738	-1.09965	2.18245	0.17855	0.367	0.6559
YHR021W-A	0.088425	0.10915	0.260025	0.034775	0.24255	-0.0433	0.156025	0.040125	-0.08525	0.01475	0.02845	-0.041825	-0.089125	-0.2295	-0.03015	-0.10195	-0.1034	-0.22805	0.0201	-0.143425	0.7272	-0.0187	0.1811	-0.24205	-0.0263	-0.020075	0.078375	0.174525	0.018875	0.0836	-0.1033	0.222675	0.201025	0.031375	-0.038875	0.0225	0.020375	-0.563675	0.035075	-0.33345	-0.22865	-0.145325	0.077975	0.04805	-0.11065	-0.430575	-0.121975	0.037175	-0.30335	0.35285	-0.326175	0.089	-0.077525	0.08495	-0.129275	0.2182	0.020925	-0.018375	-0.070575	0.449775	0.13165	0.193525	-0.14485	-0.809175	0.045975	-0.00115	0.096175	0.056825	-0.097125	-0.23225	0.095375	0.0157	-0.067125	-0.18255	0.00395	-0.007975	0.55645	-0.103625	-0.04625	-0.146125	-0.0595	0.308125
YOR346W	0.46525	1.795475	0.326575	-0.19545	0.11885	0.145625	-0.358525	-0.1173	-0.401	-0.114625	0.059475	-0.1703	0.42405	0.155825	0.1593	0.022825	0.39935	0.202375	-0.290925	-0.003975	0.452875	0.0206	-0.088625	0.042825	-0.08315	0.5174	0.424025	4.99999999999945E-05	0.24685	-0.973675	-0.2017	-0.595275	-0.0048	-0.0212	-0.036375	3.0248	-0.41025	0.05235	0.3425	-0.063075	0.305575	-0.4114	0.006925	0.219075	-0.00955	-0.036675	-0.10235	-0.256025	-0.6016	-0.276	1.676225	0.025325	-0.06925	0.022575	-0.10505	-0.127075	0.2211	-0.187075	0.042625	-0.0896	0.009275	0.135375	0.001925	-1.208425	0.084975	0.0768	-0.1847	-0.045775	0.081475	-0.226225	0.1867	-0.475125	-0.171525	0.1421	0.221125	-0.141775	-0.134875	0.087825	-0.0258	-0.11275	-0.219275	-0.06435
YNR049C	0.049925	-0.22685	0.621975	-0.4851	0.278775	0.012275	0.242775	0.77795	-0.075725	0.00295	0.231175	0.57885	-0.122575	0.682275	0.324575	0.336475	-0.109325	0.0699	0.2958	0.400875	0.475975	0.196375	0.2734	2.635875	0.0054	-0.10715	-1.07595	-0.105225	0.056425	-0.369725	0.02145	-0.105725	-0.195525	0.195725	-0.04395	0.082875	0.15045	-0.542475	0.3571	0.0621	0.439825	1.1732	0.40115	0.034125	-0.1033	0.6848	1.013	0.061975	0.213825	-0.4068	0.1375	0.03845	-0.107125	0.005125	0.14665	-0.06115	0.11	-0.349	0.01105	0.500925	0.53775	0.231425	-0.060725	-1.446275	0.140325	-0.5863	0.19965	-0.0599	1.8008	0.672375	0.162	0.083475	0.2132	0.8046	0.9173	-0.034625	0.673	1.078775	-0.369275	-0.506875	-0.039025	-0.52565
YIL077C	-0.25365	0.632425	0.386025	0.020525	0.197325	0.1019	0.6198	0.426775	0.565075	1.127675	0.24055	0.09665	0.0031	0.090725	0.102	1.327875	0.8602	0.179125	0.509675	0.39765	0.88865	0.647	0.131125	0.585325	0.0776	1.609875	0.17645	-0.02355	0.0735	0.034425	0.05705	0.053025	1.4434	0.005525	-0.088375	-0.0386	-0.004275	-0.20505	0.3055	0.108675	0.84555	2.09255	0.58695	0.210125	-0.1349	1.512825	0.105575	0.35085	0.19035	0.395575	0.0431	0.351125	0.17815	0.7257	0.56895	0.188675	0.401325	0.256875	0.3336	2.09575	0.362975	0.914125	0.24855	0.207	0.30725	0.393425	-0.350225	-0.08635	2.111	2.0365	0.35665	0.670725	0.3872	2.39635	0.423225	0.320975	0.42555	2.465775	0.743575	0.565025	0.508225	0.0762
YMR313C	-0.12005	0.59775	0.285525	-0.08575	0.292275	-0.072625	0.1468	0.204475	0.01035	0.62825	0.191075	0.190325	0.35425	0.222	0.3878	0.276025	-1.0799	-0.169475	0.30535	-0.02565	1.094825	0.41095	0.113225	0.04505	0.62335	0.354725	-0.1065	0.0263	0.085625	-0.06285	0.14	0.057425	0.4953	-0.3652	0.0453	0.219225	-0.1871	0.537225	0.4882	0.46985	0.451525	0.084475	0.373025	0.25015	-0.1263	0.19225	-0.25075	0.18275	-0.513425	0.234925	0.2108	0.480375	-0.08615	0.050675	0.047375	0.06655	-0.254575	0.411225	0.082125	0.231025	0.3359	0.682	0.2366	-1.060075	0.1171	0.0222	0.275	0.01485	0.918675	0.441925	0.409425	-0.38485	-0.041925	0.54205	-0.11675	0.050825	-0.403025	0.6544	0.1157	0.1899	0.652275	-0.00515
