ORF	Sulfometuron methyl 	MMS 	Clotrimazole 	Benomyl 	Plumbagin 	Hydroxyurea 	Artemisinin 	Amantadine hydrochloride 	4-Hydroxytamoxifen 	Usnic acid 	Sodium Azide 	Nystatin 	Neomycin sulfate 	Caffeine 	Menthol 	Verrucarin 	Valinomycin 	Trifluoroperazine 	Tamoxifen 	Raloxifene 	Pentamidine 	Nigericin 	LY-294,002 	Latrunculin B 	Hydroxyethilhidrazine 	Hydrogen peroxide 	Hoechst 	Harmine 	Haloperidol 	Fenpropimorph 	Emetine 	Dyclonine 	Doxycycline 	Cyclopiazonic acid 	Clomiphene 	Cisplatin 	Chlorpromazine 	Cerulenin 	Calcium ionophore 	Anisomycin 	Amphotericin 	Amiodarone 	Alamethicin 	Actinomycin 	Abietic acid 	Wortmannin 	Staurosporine 	Conine 	Parthenolide 	Radicicol 	Mitomycin C 	Trichostatin A 	FK506 	Brefeldin A 	U73122 	Tunicamycin 	Thialysine 	Rapamycin 	Phenylarsine oxide 	Phenantroline 	Oligomycin 	Nocodazole 	Hygromycin B 	Extract 95-57 	Extract 6592 	Extract 00-89 	Extract 00-303C 	Extract 00-243 	Extract 00-192 	Extract 00-132 	Emodin 	Desipramine 	Cytochalasin A 	CG4-Theopalauamide 	Caspofungin 	Camptothecin 	Basiliskamide 	192A4-Stichloroside 	Papuamide B 	Agelasine E 	Fluconazole 	Geldanamycin 
YOR270C	0.32845	0.055125	-0.2804	0.24645	0.432125	-0.11095	-0.387625	0.126475	0.74245	-1.00345	-0.447925	0.1412	-0.33885	0.45355	0.396625	0.489375	-0.491775	-0.3828	0.072775	0.130825	-0.710325	0.203625	0.056475	0.819525	0.4898	1.175525	0.2152	-0.1992	0.577125	0.239275	0.20885	-0.017725	0.4609	0.0195	0.38285	0.207475	-0.176	0.152775	-0.081525	-0.23935	-0.1491	-0.6297	0.2505	1.1226	-0.001	0.254275	0.218575	-0.059175	0.2272	0.49855	0.4052	0.282325	0.031225	-0.06825	-0.689875	0.105525	0.077525	0.6769	1.788825	-0.337825	0.007475	0.163325	0.2814	0.346475	0.080675	0.37875	2.37115	0.64375	-1.122775	-0.391275	0.338625	0.34695	1.835275	-0.2961	1.14875	-0.32205	0.537175	-0.71145	0.75595	0.1118	0.40205	1.5956
YJL137C	0.11795	-0.007675	0.0131	-0.09455	-0.039475	-0.111775	-0.0485	-0.238775	-0.17375	0.03625	0.033725	0.051075	0.1059	0.020825	-0.180225	-0.0892	0.070125	-0.24425	0.072725	-0.026	0.482325	-0.1485	-0.09075	0.0628	0.063575	0.14145	0.3329	0.067925	0.24905	0.188175	-0.012625	-0.1666	0.19685	-0.02965	0.110725	0.148825	0.19625	-0.1939	0.064775	0.308625	-0.136175	0.22965	0.27265	-0.2257	0.10965	0.0339	0.090425	0.018675	-0.0949	0.21945	-0.41935	-0.112575	0.035575	0.127675	-0.170475	-0.06205	0.2029	-0.040175	0.017875	0.01915	-0.290525	0.252175	0.175575	-0.04375	0.255875	0.06175	-0.105675	-0.1512	0.48005	0.2731	0.2144	0.188925	0.2177	-0.134525	0.148475	0.16645	-0.00295	-0.24505	-0.150775	-0.007725	-0.12905	-0.159
YGR100W	-0.058825	0.023525	-0.192075	-0.26935	-0.0627	-0.154975	-0.1164	-0.463625	-0.21465	0.010775	-0.277275	0.018475	0.8297	-0.2709	-0.165325	-0.314225	0.2143	-0.042675	-0.23455	-0.018075	0.41585	-0.283625	-0.181975	0.01875	-0.11505	-0.13395	-0.0512	-0.056525	-0.235325	0.0536	0.132975	0.158825	0.011925	-0.007875	0.0022	-0.276875	-0.01955	-0.541375	0.0844	-0.08645	-0.1872	-0.609775	0.265775	0.460875	0.05475	-0.350425	-0.048675	0.329725	-0.13635	0.16605	0.023975	-0.2947	0.13985	0.55465	-0.148125	-0.00135	0.031325	-0.191025	0.1218	0.114875	-0.1197	0.07285	1.276575	-0.3732	-0.09605	-0.36665	0.4495	-0.01265	0.14205	-0.065925	-0.358525	-0.264425	-0.0383	-0.102925	-0.5051	0.256525	-0.670125	0.4947	0.0414	-0.04545	-0.071975	-0.05655
YPL116W	-0.025475	-0.3106	-0.03505	-0.4839	-0.100075	0.167825	-0.1621	0.236875	-0.157725	-0.4517	-0.123075	0.012725	-0.227425	-0.0958	-0.058925	-0.4866	0.15695	-0.205125	-0.2646	-0.236125	-0.095725	-0.65415	-0.131825	-0.038825	0.06025	-0.611225	-0.016775	-0.169225	-0.149975	0.132925	0.039075	-0.152775	-0.42745	-0.2436	-0.02145	-0.016675	-0.179475	0.127325	0.208975	0.21515	0.0294	-0.553525	-0.35235	-0.11555	0.13825	-0.149425	-0.249075	-0.299175	0.15155	-0.65125	-0.375575	0.034125	0.1066	0.0402	-0.318025	-0.235625	-0.13015	-0.3378	-0.362975	-0.1782	-0.196725	-0.236775	-0.283325	-0.2704	-0.002175	-0.0388	0.430425	0.014225	-0.534875	0.041275	-0.1002	-0.181275	0.14305	-0.12295	-0.300475	-0.04555	-0.218	-0.44025	-0.0851	-0.194225	-0.3543	-0.3413
YPR117W	-0.1878	-0.049225	0.6156	-0.671275	-0.057225	0.008575	-0.0286	-0.38755	0.067325	0.041025	-0.1857	-0.04085	-0.140625	0.1451	-0.0636	0.00875	0.25895	0.0196	0.0253	-0.120975	-0.370025	-0.12605	-0.371275	-0.1841	0.439375	-0.644925	0.290625	-0.09795	-0.027325	-0.254525	0.116725	-0.0526	-0.213125	-0.177675	-0.156975	0.35015	-0.4437	-0.13855	0.067025	0.0204	-0.008175	-0.624375	0.46645	-0.512525	-0.3148	0.4168	0.2971	0.294475	-0.148325	-0.153125	-0.379675	0.166175	0.061225	0.112025	0.06295	-0.078575	0.283125	0.192925	-0.06475	-0.1379	-0.080425	0.215375	-0.225	-1.56055	0.121825	-0.00475	-0.089175	-0.05815	0.4132	0.044475	0.006	-0.076975	-0.45995	0.65015	-0.1514	-0.168825	-0.25925	0.6994	0.32775	0.055425	-0.22905	0.052
YKL150W	0.00895	-0.0174	-0.40915	0.7082	0.06925	-0.1099	-0.17065	0.376	-0.03	-0.24125	-0.27785	0.0353	-0.45995	0.02715	0.02645	0.1551	0.1451	-0.3554	-0.00355	-0.018	-0.0307	  	-0.08175	0.2643	0.23455	0.0248	-0.15425	0.23985	0.049	0.09725	0.20685	0.6406	0.22875	-0.17465	0.22175	-0.05115	0.4895	0.51415	0.3037	-0.15595	-0.0544	0.11885	0.02215	-0.4052	-0.1711	0.1006	0.0752	0.32465	0.1811	0.1337	  	0.1866	0.0547	0.0021	-0.40175	-0.32915	-0.11	-0.41555	-0.2471	-0.1118	0.03145	0.0744	-0.30775	1.82495	0.0641	-0.28705	-0.09405	0.1545	-0.14685	0.58605	0.43565	-0.07795	-0.0652	-0.0463	-0.15935	0.14575	-0.37065	0.0275	0.12435	0.14315	-0.2061	-0.2041
YGL101W	0.0341	-0.139975	-0.28955	0.114875	-0.070475	-0.02355	-0.251275	-0.2785	-0.235025	-0.079875	0.0412	-0.1398	0.391775	-0.09115	-0.195625	-0.08605	0.3743	0.134225	-0.024275	-0.2104	0.169125	-0.10675	-0.104325	0.08805	-0.165025	0.1274	-0.125	0.01485	-0.143025	0.052775	-0.11935	0.23615	-0.03005	-0.063375	0.087425	-0.03625	-0.0299	0.369475	0.066825	0.070725	-0.0003	0.2009	-0.484425	0.020175	-0.13975	-0.048725	-0.051	-0.22325	0.116425	-0.12265	0.11255	0.1535	0.08345	0.03195	-0.018125	-0.1085	0.002525	0.01455	-0.0466	-0.064175	-0.056125	0.00155	-0.01245	0.456225	-0.1075	-0.14785	-0.00875	-0.0574	0.428025	0.187625	-0.071975	0.10685	-0.054925	0.0895	-0.126925	-0.0317	0.071475	-0.25305	-0.0802	-0.133225	0.0727	0.04835
YNR067C	0.11595	0.0128	0.113975	0.059525	0.0983	-0.00725	0.1316	-0.13305	0.148	0.581925	0.16255	-0.0395	0.329475	0.20385	0.0968	0.285125	0.245	0.616875	-0.00455	0.2368	0.94055	0.457475	0.17355	-0.01885	-0.032875	0.192175	0.022475	0.20445	-0.03375	-0.076725	0.10215	-0.20115	0.469875	0.49775	0.161925	0.08515	0.093225	-0.19405	0.156975	0.259025	-0.11755	0.118975	-0.155725	0.013225	-0.111975	0.341725	-0.1694	0.04395	-0.19175	0.388725	-0.178025	0.5821	-0.30315	-0.0626	0.088775	0.246325	-0.03	0.392675	0.3663	-0.7203	0.3848	0.222325	0.229875	-0.23855	0.1981	-0.330775	0.13685	-0.21265	0.41885	0.086	0.4029	0.31675	0.067675	-0.254325	0.41805	0.036475	0.18595	-0.423725	-0.08585	0.0819	0.09275	0.07095
YCR092C	0.13555	0.35105	0.7169	-0.49915	0.108125	0.2071	0.066	-1.13665	0.1605	0.421125	0.179675	0.24685	-0.0047	0.280325	0.202025	0.374875	0.086	-0.184875	-0.54375	0.031575	0.541775	0.859975	-0.164	0.02705	0.200525	-0.123025	0.685225	-0.0876	-0.402175	-0.2035	0.132225	0.10595	0.390725	-0.21755	-0.12285	0.37405	-0.668875	-0.5222	0.6139	-0.0725	-0.046375	-1.187875	-0.15705	-0.57715	0.10645	0.231775	-0.0952	0.043225	-0.151775	0.3946	-0.307775	0.461025	0.086575	0.081525	0.0277	-0.108475	0.3738	-0.059075	0.156225	-0.180825	0.020125	0.3614	0.213275	-0.596675	0.28325	0.121175	-0.04205	-0.185925	0.774775	0.724475	-0.00135	-0.628375	0.0926	0.284725	0.522225	0.27555	0.409325	0.618175	0.488875	0.089575	0.869225	0.183925
YLR113W	-0.676425	0.1441	0.049775	-0.311275	-0.24285	0.14205	-0.25175	-1.835025	0.014475	0.423925	-0.5067	0.296175	0.730025	-0.2673	-0.6665	0.262825	0.820625	-0.004575	-0.12395	0.0304	-0.329825	0.1893	-0.2304	-0.2507	0.4566	1.889	-0.203875	-0.28905	-0.0778	0.2179	-0.00595	-0.0033	0.080475	-0.222625	-0.138625	-0.095425	-0.1925	1.50485	-0.2972	-0.046475	1.021275	0.446	0.1932	0.04685	0.028375	1.35805	-0.155925	0.393975	-0.16445	-1.440275	-0.19245	-0.5343	0.2524	-0.3149	0.094575	0.855425	-0.0155	-0.201625	-0.522475	-0.048625	-0.188025	-0.7829	-0.678	-0.635275	0.311175	-0.459275	0.2787	0.268775	2.26115	0.386475	-0.516075	-0.45045	-0.339175	1.13355	-0.499375	0.5225	-0.5562	2.1064	2.0336	-0.1403	-0.2668	-1.1308
YNL141W	-0.040975	0.018	-0.233625	0.05695	0.19755	-0.122975	-0.06955	1.1644	0.05745	-0.451175	-0.1962	0.09105	0.234575	-0.183425	0.009725	-0.17815	-1.062325	0.1494	-0.184725	0.099225	0.051125	0.2658	-0.067825	-0.145475	-0.002775	-0.4973	-0.016625	-0.205875	0.315675	0.168075	-0.121575	0.05265	-0.0615	-0.248975	-0.153425	-0.022225	0.66315	-0.665875	-0.0173	-0.010425	0.002775	-0.0351	-0.182775	-0.15275	-0.03545	-0.711925	-0.07625	0.072	-0.376175	-0.3138	-0.26705	-0.1153	0.1764	0.20535	-0.1576	0.038475	-0.107025	0.08615	-0.203775	-0.146025	-0.05115	0.04715	-0.535175	-0.205525	-0.145625	-0.093025	-0.007575	0.0903	-0.542375	-0.276225	0.02505	0.5471	0.02295	-0.255675	-0.280975	-0.129	-0.268275	-0.608825	-0.034575	-0.0132	-0.284525	-0.205275
YGR001C	-0.179725	-0.340125	-0.281925	-0.087875	-0.11055	-0.044475	-0.346025	-0.58505	-0.118075	-0.37205	-0.290175	0.0692	-0.1345	0.054475	-0.223675	-0.107875	-0.1688	-0.0699	-0.200275	-0.236425	-0.516525	-0.2014	-0.2443	-0.0242	-0.09905	-0.18205	-0.250075	-0.110875	-0.080875	-0.064075	-0.06815	-0.13405	-0.181725	0.06715	-0.00685	-0.17485	-0.157575	0.35835	-0.00745	0.07175	-0.21995	-0.170675	-0.2608	-0.04895	0.01545	-0.011125	0.00785	-0.112875	0.064375	-0.1802	-0.021725	-0.161975	0.081025	-0.034625	-0.0019	-0.029	0.0257	-0.12555	-0.0721	-0.196075	-0.272325	-0.099575	0.07945	-0.0488	-0.1839	-0.26185	0.160625	-0.0465	0.3527	-0.02025	-0.28005	-0.12225	0.23535	-0.1468	-0.28305	-0.002125	0.045925	-0.20005	-0.0345	-0.11625	-0.0734	-0.0603
YDR009W	0.22935	-0.249475	-0.005725	-0.337425	-0.512275	-0.303875	-0.38365	-0.542375	0.18785	0.0758	-0.2592	0.0335	-0.8247	-0.1268	-0.1041	-0.28855	-0.0986	-0.089275	-0.2187	-0.391975	0.06305	-0.488725	-0.249925	0.1093	-0.246775	-0.2087	-0.196175	-0.1946	-0.064825	0.25065	-0.119325	0.3016	-0.220925	-0.13855	0.14235	-0.329425	-0.0294	-0.06405	-0.155025	-0.102075	-0.10505	-0.55135	-0.227175	-0.507875	0.3417	-0.022025	  	-0.2115	0.11985	-0.395625	-0.5438	0.034375	-0.061975	0.02045	-0.11955	-0.1148	-0.128475	-0.18685	0.0757	0.0406	-0.510225	-0.248125	-0.411425	-0.39165	-0.335575	-0.10545	-0.042175	0.0604	-0.564325	-0.28855	-0.0028	0.053175	0.17145	0.15335	-0.73585	0.009825	-0.49445	0.135575	-0.3209	-0.2269	-0.1846	-0.089775
YBR269C	-0.4712	-1.04555	-0.14745	-0.055525	-0.2561	-0.052775	-0.28965	1.7731	0.415975	0.44415	-0.0653	0.165575	0.44175	0.69685	0.3736	0.3401	-3.445375	0.50245	0.819025	0.417725	0.885175	0.063975	-0.108725	0.36705	-0.13025	0.393425	0.18245	-0.148275	0.34545	-0.030475	0.00655	-0.199325	0.226225	-0.00165	-0.110875	0.22495	0.20485	-2.4823	0.14715	-0.0734	0.396475	0.392175	-0.13775	0.1727	-0.199725	-0.078725	0.10585	0.4834	0.2478	0.32625	-0.27665	0.139975	0.100625	0.3196	-0.01705	-0.065525	0.606125	-0.1119	1.228025	-1.82265	-0.019625	0.7588	-0.345675	-0.561225	0.00455	0.80215	-0.5502	-0.399625	-3.46565	-1.6012	0.166725	0.58275	0.21905	-0.6039	1.262875	0.129725	-0.258525	-1.434125	0.3476	0.74335	-0.573825	0.343525
YPR127W	-0.22375	-0.19705	0.0057	-0.59245	-0.30545	0.25885	-0.314	-1.3078	-0.4386	0.058	0.0443	0.5011	-0.11615	-0.05435	-0.3265	-0.131	0.12605	0.0313	-0.15595	-0.2293	  	-0.1665	-0.3462	  	0.07025	-0.3226	  	0.10745	0.41795	-0.17695	-0.1537	-0.05235	-0.14255	-0.23845	-0.0177	  	  	-0.1894	0.13545	0.29655	-0.12335	-0.72805	0.5428	-0.3101	-0.1604	-0.04775	-0.0234	0.41585	-0.37805	-0.0884	  	-0.1987	-0.0078	0.1423	0.12225	-0.14805	0.55455	-0.17095	0.0268	0.2835	-0.0615	0.2758	0.21275	-0.28355	0.49695	0.07685	-0.0243	-0.02215	-0.16645	-0.18995	-0.35475	-0.22145	-0.6199	-0.36655	-0.5241	-0.31715	-0.19085	0.34455	-0.3446	-0.26745	-0.1304	-0.124
YKR065C	0.7092	0.80305	-0.154725	0.62825	0.660375	0.042925	0.6668	-0.097875	0.0463	-0.226275	0.388575	-0.0847	0.575125	0.011575	0.46465	-0.0162	-0.478	0.109875	0.213375	0.458775	2.98805	0.09275	0.138025	0.0711	0.06785	0.209575	0.366775	0.746475	0.469775	-0.0424	-0.151875	0.3471	0.97095	0.311925	0.1774	0.243325	0.2451	-0.7782	0.079	-0.06845	0.133525	0.369575	-0.015775	0.024525	0.024225	-1.345475	-0.141725	-0.077875	-0.132175	0.490775	-0.01825	0.3737	0.032825	0.180875	0.0372	-0.1123	0.098	-0.0075	0.28565	1.089	0.4041	0.677025	0.15515	1.1543	0.938675	-0.266025	0.1495	-0.0498	-0.24425	-0.47405	-0.07795	0.340425	0.0967	-0.4338	0.404025	-0.12865	0.950375	-0.358425	-0.334525	0.154875	-0.3783	0.1006
YLR253W	0.177825	-0.678425	0.02705	-0.0612	-0.404675	-0.239	-0.65505	-0.14265	-0.235675	-0.7132	-0.27965	-0.138675	-0.143475	-0.18265	-0.302425	-0.34555	-0.876825	-0.162625	0.214475	-0.524075	-1.358975	-0.7605	-0.610625	0.029025	-0.14775	0.21185	-0.365125	-0.1409	-0.077825	-0.275925	-0.004275	-0.2828	-0.11055	-0.4502	0.148625	-0.15985	0.033025	-0.1807	-0.18785	0.221875	-0.22435	-0.206325	-0.293975	-0.3602	0.06435	0.336275	-0.1163	-0.05595	0.05495	0.165975	-0.111975	-0.072525	0.250675	0.115825	0.0046	-0.264325	0.128475	-0.093225	-0.23705	-0.17265	-0.5947	0.4733	-0.216825	0.036	-0.148775	-0.043125	0.215125	-0.1073	-0.20325	0.01765	-0.148025	0.281625	0.10925	-0.05195	-0.265375	0.051125	-0.6029	0.1244	-0.27875	-0.1679	-0.176	0.27075
YJL187C	-0.15815	-0.04585	0.40575	-0.87825	-0.0683	0.1022	0.13865	0.55005	-0.009275	-0.14115	0.458025	-0.131025	0.3233	0.29085	0.322975	-0.389875	-0.44845	-0.2352	-0.070575	-0.01795	0.3097	-0.042175	0.006875	0.345125	-0.07455	0.00415	0.339625	0.09925	-0.110025	0.1002	-0.002675	-0.032225	-0.347575	0.0137	0.191575	-0.0729	0.074075	-1.0572	0.060275	-0.01275	-0.2029	0.25475	0.2549	-0.35035	-0.353725	0.291975	0.322125	0.30145	-0.45305	-0.096025	-0.595675	0.481675	-0.203675	0.278725	0.1138	0.102525	0.03555	-0.181125	0.1378	1.090075	0.1726	-0.1436	0.121075	-0.9612	0.168875	-0.144475	0.06105	0.030325	-1.54685	-1.32765	0.402875	0.21725	0.0914	-0.651875	0.680525	-0.408775	-0.22145	-0.306225	0.210425	0.205225	-0.275725	-0.413775
YLR174W	-0.10625	-0.423275	-0.054775	-0.5896	-0.3476	-0.0802	-0.763075	-0.450725	0.039675	-0.410775	-0.323475	0.24615	-0.569675	-0.02325	-0.3209	-0.09055	-0.516075	-0.071375	-0.151825	-0.79855	0.06725	-0.70275	-0.4033	-0.080825	0.1906	-0.34205	0.024575	0.00315	0.0873	0.098075	-0.005475	-0.163725	-0.0541	-0.2963	0.056425	-0.125225	-0.040475	0.13945	-0.447975	-0.117025	-0.11735	-0.83025	-0.211625	-0.352475	0.11495	-0.29055	0.07385	-0.061825	-0.09095	-0.475425	0.0265	-0.307075	0.113025	0.3218	0.149425	-0.038525	0.087425	0.07205	0.212725	-0.32955	-0.5422	0.18905	-0.098175	-0.51085	-0.0081	-0.078825	0.1785	0.04845	-0.087625	-0.2411	-0.291375	-0.0636	0.0794	0.0637	-0.4886	0.04735	-0.492225	0.464625	-0.151775	-0.340675	0.208325	-0.2842
YHL017W	0.0056	0.442125	0.414125	0.12715	-0.109775	-0.133	0.568925	1.424225	0.100475	0.84235	0.21735	0.056825	0.121125	0.23605	0.14605	0.33545	0.139625	0.584075	0.217375	-0.01505	1.33185	0.634875	0.0442	0.0461	0.307025	0.12305	0.306025	0.137825	-0.034725	-0.486475	-0.109425	0.018875	0.60995	0.217375	-0.03455	-0.001075	0.663975	-0.5035	0.344575	-0.1991	0.00425	0.283325	-0.239525	-0.037925	0.0107	0.228275	0.2408	0.042375	-0.3898	0.586075	0.022475	0.2353	-0.08295	0.271525	-0.08875	-0.105575	0.230775	0.0249	0.09375	0.402575	0.50025	0.5729	0.14825	0.1639	0.136025	-0.22015	-0.0498	-0.13925	0.883775	0.63085	0.11115	0.886875	0.089925	0.62975	0.315425	0.138225	0.2459	0.882375	0.4281	0.33885	0.6188	0.512525
YLR324W	0.025325	0.795675	0.037725	0.5719	0.7547	-0.102675	1.39745	0.38145	0.198875	1.8471	0.00525	0.19745	0.204575	0.0153	-0.21595	-0.05245	1.149	0.206875	0.3778	-0.042025	0.577475	0.12275	0.006575	0.4878	-0.1392	0.523375	0.138225	0.261425	0.101025	-0.076425	-0.0979	-0.040275	1.1718	0.133825	0.353425	0.07245	0.325725	0.389275	-0.15415	-0.334575	0.253625	1.196075	0.21075	-0.227575	-0.115	0.336675	-0.14715	0.0716	-0.040675	0.030325	0.5465	0.0711	-0.050725	0.116075	-0.1489	-0.07135	0.2499	-0.118825	-0.2129	0.983975	0.2426	0.20595	0.110175	-0.0131	0.47195	0.19965	-0.39715	-0.21225	0.550625	0.275375	-0.377825	0.944925	-0.37105	-0.19485	-0.642275	-0.2329	1.44295	0.395625	-0.167525	0.125125	0.114675	-0.209075
YJR134C	0.0224	-0.0936	-0.17965	0.205975	-0.231925	-0.004775	-0.012525	0.10445	0.152925	0.339825	0.49565	-0.10545	0.98875	0.0818	0.218825	0.098975	-0.2377	0.263	-0.0898	0.17275	0.895975	0.412575	-0.262675	-0.010625	-0.1651	-0.212225	0.115375	-0.00785	-0.229875	-0.353125	-0.105725	-0.040175	-0.098125	0.0362	0.001025	-0.446675	0.088325	-0.0568	0.1909	0.1647	0.17495	-0.27495	-0.24135	-0.4662	0.165875	0.570825	0.26715	-0.022875	-0.206775	0.175425	-0.1501	0.19165	0.111625	-0.1444	0.23905	0.37065	0.246725	-0.277475	0.144975	-0.4441	0.1456	-0.011725	0.361675	0.563625	-0.36935	-0.683175	0.114275	-0.23265	-0.2202	-0.43785	0.62465	0.040625	-0.411925	-0.4744	0.037225	0.020425	0.9971	0.1855	0.073525	0.061675	-0.32055	0.41815
YMR110C	0.011125	0.0692	-0.16	-0.620075	-0.218225	-0.181675	-0.1772	-0.44315	-0.013375	-0.035	-0.362425	0.07335	-0.293225	-0.118525	-0.2272	-0.359675	-1.368075	-0.082075	0.06835	-0.455675	-0.0955	-0.5654	-0.026625	0.05145	-0.0339	-0.640725	0.313975	-0.01255	0.22815	-0.35575	-0.027225	-0.343225	-0.3308	0.3442	0.05495	0.043575	-0.193925	-0.3058	-0.454325	0.0467	-0.47135	-0.918675	0.506075	0.177625	0.1525	-0.099225	-0.1494	-0.136775	0.30515	0.05505	-0.088825	-0.159625	0.1058	-0.16555	0.02345	-0.0007	0.1805	0.09165	-0.2917	-0.211875	-0.15195	0.254675	-0.112975	-1.17515	-0.220325	0.362075	0.072575	0.187525	-1.037975	-1.1489	-0.39585	-0.282825	-0.2315	-0.227975	-0.40475	-0.015525	-0.483325	0.062825	-0.114325	-0.042325	-0.22255	0.415825
YBR214W	-0.105625	-0.03735	0.146325	-0.13665	-0.090575	0.1043	-0.2011	-0.148425	-0.06195	-0.05835	0.36395	0.094825	-0.161675	-0.034275	0.23215	0.168125	0.512025	0.085025	0.096375	-0.014675	0.6895	-0.046125	0.1586	-0.033525	0.13165	0.077125	-0.015075	-0.047975	0.23235	0.2356	0.029575	0.373625	0.154675	-0.100375	-0.1102	0.081625	0.021225	0.167875	-0.076875	-0.27725	0.01335	0.065575	-0.039075	-0.046	0.033725	0.271175	-0.044175	0.184525	0.16065	0.24665	-0.348125	0.04955	-0.089775	0.022675	0.2732	-0.041825	0.053925	-0.2163	0.418475	0.330875	0.033075	0.5108	0.191875	-0.279425	-0.2093	0.0405	0.081725	0.02265	0.1259	0.182875	-0.293875	0.07935	-0.036075	0.353925	-0.23345	-0.0385	-0.7357	0.324525	0.455675	0.0128	0.00645	0.120425
YKR069W	0.01215	-0.013075	-0.120375	-0.078275	0.19905	-0.002825	0.124325	-0.299775	-0.175225	0.224275	0.25145	0.118825	-0.088375	-0.2932	0.38205	-0.037575	0.5816	-0.033275	-0.18745	-0.00195	0.28575	-0.062875	-0.05315	-0.000175	0.067875	0.057	0.037225	0.01375	-0.13925	-0.06085	-0.1032	-0.250075	0.1434	0.2499	-0.088975	-0.019675	0.00395	0.040175	0.0155	-0.112825	-0.097225	-0.21215	0.04495	-0.303775	-0.08655	0.1504	0.28515	0.02605	0.139375	-0.153825	0.422475	0.066675	0.028875	0.0897	-0.169775	-0.145325	0.1071	0.224575	0.49805	0.45485	0.2002	0.02075	0.064	0.18365	0.1066	-0.40695	0.2218	-0.097	0.092725	-0.012	0.081825	-0.18495	-0.004525	-0.1426	0.129325	0.022575	0.73205	0.40705	-0.227225	0.105525	0.027325	-0.023675
YDR484W	-0.02185	0.631975	-0.105275	0.223575	0.660675	0.7448	1.237675	1.392975	1.1903	1.319475	0.34855	0.734225	1.448775	0.945325	2.08025	0.4992	0.606225	1.337225	0.174375	0.2833	-0.439425	2.111875	0.587175	1.3767	0.150225	0.5621	-0.333825	0.14265	0.5065	0.040625	0.8217	-0.2163	1.486825	0.218775	0.40835	0.45705	1.117425	1.4427	0.4287	-0.120075	1.1167	0.720925	0.09175	0.692725	1.36965	0.316425	0.7421	-0.33995	0.344225	0.68065	-0.289475	0.9551	1.630575	0.757825	1.470125	1.104675	-0.370925	1.45805	0.72955	-0.460875	0.225125	0.46725	0.9191	1.57635	-0.29565	-0.338925	2.4429	1.3829	1.441725	1.38255	1.75815	2.62655	1.8792	0.891675	1.090725	-0.119975	0.563225	1.069125	1.85375	0.372775	1.17515	1.262675
YPR075C	-0.089	-0.197875	0.24295	-0.548575	-0.02935	-0.150325	-0.0207	-0.041325	-0.05245	0.14735	-0.301575	-0.00435	-0.227825	-0.254975	-0.2654	-0.0422	-0.0165	0.094825	-0.024375	-0.3849	0.00435	-0.066975	-0.3229	0.064	-0.1948	-0.09405	-0.1303	0.034975	-0.1665	-0.1545	-0.029075	0.25355	0.039325	-0.271275	-0.1699	0.016225	-0.122175	-0.1759	0.4102	-0.04045	-0.134025	-0.070125	0.0106	-0.109475	0.16715	-0.066775	-0.1523	-0.010425	-0.040025	0.043375	-0.6983	-0.22075	-0.040875	-0.009875	0.033325	-0.056025	0.222825	-0.192325	-0.14145	0.271125	-0.338975	0.0796	-0.194575	-0.056625	-0.225975	0.156225	0.23465	-0.126625	-0.641325	-0.9253	-0.700475	-0.0697	0.181225	-0.473525	-0.343425	0.15525	0.352525	0.0964	0.052925	-0.0601	  	0.1207
YDR103W	-0.13405	0.133775	-0.103625	-0.1289	-0.095	-0.038675	-0.0127	0.182825	0.0851	-0.92265	-0.301175	-0.1509	-0.15245	0.0594	0.124875	-0.5173	-1.80655	0.19215	-0.050575	-0.002325	0.3682	-0.4926	0.039425	0.144375	0.167725	-0.25435	-0.253	0.033625	0.1115	0.1183	0.01855	0.632875	-0.060825	-0.233525	0.01875	0.062075	  	-1.027025	0.255425	0.013	-0.594	-0.271525	0.129925	-0.270125	0.01095	-1.02745	0.132675	0.000675	0.310425	-0.165275	-0.146375	0.032575	0.02095	-0.095575	0.132625	-0.0039	-0.102	0.09425	0.1798	0.5517	-0.29785	0.278	-0.470675	-0.0115	0.060675	0.265125	0.03825	-0.05245	-1.93645	-1.068025	0.00175	0.071725	0.03695	-0.71895	0.3546	-0.0062	0.19635	-1.03595	0.074225	-0.03915	-0.343575	-0.3254
YGR266W	-0.10215	0.267925	0.69205	-0.554075	0.216375	0.032225	0.042075	0.210425	-0.0016	0.2539	0.2008	0.1339	0.387475	0.071375	0.157075	0.099525	0.30725	0.06135	-0.089575	0.021525	0.523875	0.1268	0.035825	-0.33635	0.12655	0.3788	0.1401	-0.09425	-0.012475	-0.247125	0.014375	-0.196625	0.3934	-0.13865	0.1229	0.084875	-0.401175	-0.35875	0.06755	0.214075	0.17005	0.0141	0.317975	0.124625	0.128425	-0.164375	0.027075	0.053375	-0.16445	0.339525	0.71025	-0.00905	-0.0283	-0.131375	0.061325	0.17575	0.116775	0.5728	-0.0023	0.278725	0.357875	0.253525	-0.04545	-1.0987	0.22775	0.03975	0.00775	0.1148	0.3561	0.1847	-0.195775	0.08985	0.073225	0.189175	0.247025	0.029375	0.50135	0.5237	0.13105	-0.055575	0.30635	0.06665
